project_id,client_age,client_gender,project_budget,project_duration,num_rooms,design_style,location,client_satisfaction,designer_experience,num_designers,material_quality,furniture_cost,lighting_cost,decor_cost,renovation_cost,project_completion_time,num_meetings,client_feedback,material_availability,designer_rating,project_rating,design_approval_time,issues_encountered,total_cost
536,62.0,Male,,21,6,Eclectic,Suburban,7.0,11.0,2,Medium,19940,6210,2563,48259,22,6,Negative,Available,1,1,4,Yes,120423.0
537,43.0,Other,46862.0,23,3,Contemporary,Urban,1.0,17.0,1,Low,6280,1722,1912,10265,21,1,Negative,Not available,3,4,5,Yes,94673.0
538,32.0,Other,58410.0,12,5,Modern,Rural,9.0,5.0,4,Low,5244,5083,4115,5574,10,1,Positive,Available,3,4,3,No,157603.0
539,25.0,Female,24503.0,17,6,Modern,Urban,9.0,3.0,1,Low,3164,6020,5019,23755,17,8,Negative,Scarce,2,5,2,No,22870.0
540,46.0,Female,53456.0,17,8,Traditional,Urban,5.0,5.0,4,Medium,16149,8372,877,32241,5,11,Neutral,Not available,3,1,5,No,185619.0
541,41.0,Female,87035.0,10,7,Eclectic,Suburban,9.0,15.0,2,Low,15088,9696,7137,23676,18,18,Neutral,Available,2,1,5,No,50738.0
542,,Female,13016.0,19,8,Modern,Suburban,10.0,,4,Medium,19405,9168,722,22561,17,10,Neutral,Available,5,1,4,No,72537.0
543,49.0,Male,7384.0,14,3,Traditional,Urban,6.0,16.0,4,High,3821,5931,3063,25737,4,12,Positive,Scarce,2,1,2,Yes,150828.0
544,28.0,Male,67320.0,11,4,Minimalist,Suburban,5.0,8.0,4,Low,11473,9827,7890,24390,22,16,Negative,Scarce,4,3,4,No,62707.0
545,60.0,Female,20072.0,2,6,Traditional,Rural,3.0,13.0,1,Medium,14686,2205,5790,27076,7,5,Positive,Not available,4,5,3,Yes,176902.0
546,30.0,Male,85018.0,18,7,Traditional,Rural,8.0,16.0,3,High,10762,1017,1529,6546,5,16,Negative,Available,4,2,3,Yes,146118.0
547,55.0,Female,45510.0,7,9,Traditional,Suburban,4.0,3.0,4,Medium,6969,1720,7753,22280,8,12,Positive,Available,4,2,1,Yes,159724.0
548,43.0,Other,53933.0,12,1,Contemporary,Urban,10.0,1.0,1,Medium,13178,3006,3476,33953,8,6,Neutral,Scarce,4,2,5,Yes,60029.0
549,63.0,Other,26826.0,2,8,Traditional,Rural,3.0,9.0,1,High,7168,4825,1053,22037,11,5,Positive,Not available,4,3,2,Yes,41956.0
550,51.0,Other,73026.0,20,8,Traditional,Rural,6.0,9.0,1,Low,18097,9883,5142,41576,9,1,Positive,Scarce,4,5,2,Yes,18886.0
551,34.0,Female,,18,6,Contemporary,Urban,8.0,17.0,3,Low,15096,5979,987,29564,19,19,Positive,Scarce,4,5,4,Yes,91281.0
552,50.0,Other,29045.0,6,4,Contemporary,Suburban,9.0,,3,Medium,8203,7936,1022,34597,19,10,Neutral,Not available,4,3,4,No,109653.0
553,43.0,Male,,10,3,Minimalist,Rural,6.0,9.0,3,High,4545,3590,5962,20903,9,14,Positive,Available,5,1,2,Yes,167895.0
554,63.0,Other,97446.0,20,3,Eclectic,Urban,5.0,19.0,3,Low,1863,6997,1046,31806,23,3,Positive,Available,4,4,4,Yes,175020.0
555,27.0,Other,95102.0,15,6,Modern,Urban,2.0,13.0,2,Medium,17148,5668,4637,47328,20,6,Neutral,Available,2,1,1,No,149394.0
556,37.0,Other,56919.0,5,8,Modern,Rural,2.0,5.0,3,High,18809,7493,7958,25392,17,5,Negative,Not available,5,2,5,No,116705.0
557,52.0,Male,32103.0,20,7,Traditional,Suburban,9.0,9.0,3,Medium,19688,1473,3012,29087,16,17,Positive,Not available,3,1,1,Yes,120431.0
558,44.0,Female,41188.0,3,1,Minimalist,Rural,2.0,13.0,3,High,1653,5777,1007,45288,7,18,Neutral,Not available,1,3,3,No,11162.0
559,52.0,Male,10845.0,5,6,Traditional,Urban,2.0,1.0,4,Low,9129,8757,7965,45308,22,12,Positive,Not available,5,2,2,Yes,119227.0
560,,Female,91698.0,8,7,Modern,Rural,3.0,15.0,4,Low,1443,6592,734,23293,3,5,Neutral,Not available,4,4,1,Yes,87293.0
561,63.0,Female,41674.0,8,7,Contemporary,Suburban,,4.0,3,Medium,6106,3406,5176,11677,21,9,Negative,Scarce,5,2,1,Yes,141977.0
562,25.0,Other,24337.0,8,9,Eclectic,Urban,4.0,4.0,2,Low,5436,1070,783,13803,19,12,Negative,Available,1,1,4,Yes,
563,27.0,Female,27313.0,12,5,Minimalist,Suburban,7.0,10.0,4,Low,10472,807,3818,47656,8,9,Positive,Not available,1,5,4,No,131614.0
564,,Male,31943.0,23,1,Contemporary,Rural,9.0,6.0,1,High,4039,4242,6827,47002,5,3,Neutral,Available,4,5,4,No,115580.0
565,52.0,Male,82949.0,8,2,Eclectic,Rural,2.0,12.0,4,Low,9291,9474,1833,2225,6,1,Negative,Not available,4,5,3,No,62483.0
566,49.0,Female,5276.0,11,4,Minimalist,Suburban,4.0,16.0,1,High,11278,1265,469,6774,2,15,Negative,Available,2,2,1,Yes,43457.0
567,57.0,Other,56151.0,14,5,Minimalist,Rural,9.0,3.0,4,High,17285,9464,1320,14043,19,10,Neutral,Scarce,1,5,5,Yes,89940.0
568,62.0,Other,22611.0,8,9,Modern,Suburban,2.0,,3,Medium,14944,8314,7393,17163,13,14,Positive,Available,4,3,4,No,151452.0
569,30.0,Male,16944.0,10,1,Contemporary,Rural,10.0,,4,High,3737,8235,5264,3844,6,7,Negative,Available,1,4,3,No,151580.0
570,56.0,Other,57887.0,7,3,Minimalist,Suburban,1.0,10.0,3,Low,2607,8536,6766,8347,6,4,Negative,Not available,2,5,3,Yes,24676.0
571,45.0,Female,86442.0,17,5,Minimalist,Suburban,,15.0,3,High,3953,8096,1147,21804,2,5,Negative,Available,3,3,4,No,93796.0
572,40.0,Female,54847.0,4,3,Eclectic,Urban,8.0,7.0,4,High,13173,1039,5893,37764,5,16,Positive,Scarce,1,3,2,No,77433.0
573,45.0,Male,63653.0,13,4,Modern,Urban,9.0,4.0,1,Medium,6933,8485,7699,28246,11,3,Negative,Scarce,2,2,1,Yes,125026.0
574,35.0,Female,91072.0,4,3,Traditional,Suburban,7.0,14.0,1,Low,12386,2549,995,43458,11,17,Neutral,Scarce,2,2,4,No,137636.0
575,61.0,Male,61622.0,5,4,Modern,Rural,8.0,16.0,4,Low,16221,3783,6802,2688,14,13,Positive,Not available,2,4,5,Yes,149942.0
576,60.0,Female,32810.0,22,1,Traditional,Rural,4.0,14.0,3,Low,5682,5175,3646,48055,13,6,Negative,Not available,5,4,1,No,19219.0
577,59.0,Male,82842.0,4,8,Contemporary,Rural,4.0,3.0,1,High,15853,2163,4313,18251,8,5,Neutral,Not available,4,1,3,No,155952.0
578,43.0,Other,15503.0,18,4,Contemporary,Suburban,2.0,17.0,2,Low,12284,6976,331,13504,15,16,Neutral,Not available,1,4,5,Yes,125082.0
579,,Female,89761.0,6,7,Minimalist,Suburban,,14.0,3,Low,12154,9739,476,40720,12,11,Positive,Not available,5,2,1,Yes,146451.0
580,42.0,Female,,23,2,Contemporary,Suburban,2.0,18.0,4,High,10047,3939,3264,28584,3,17,Neutral,Scarce,1,3,5,Yes,190366.0
581,38.0,Male,16590.0,22,2,Minimalist,Suburban,,3.0,3,Medium,11338,9197,2412,45484,21,5,Positive,Available,5,1,3,Yes,7948.0
582,39.0,Male,,2,6,Modern,Urban,4.0,,2,Medium,15323,7643,6470,49531,23,6,Positive,Scarce,4,4,4,Yes,
583,55.0,Female,17866.0,23,2,Contemporary,Suburban,1.0,3.0,2,High,5925,3747,4186,39852,5,10,Positive,Not available,2,3,5,Yes,13969.0
584,25.0,Male,71624.0,11,6,Modern,Rural,4.0,12.0,1,Medium,6783,4000,1802,14219,6,1,Neutral,Scarce,1,2,4,No,67805.0
585,27.0,Female,73899.0,14,2,Modern,Urban,3.0,5.0,2,Medium,13343,2410,2615,43972,2,10,Positive,Available,2,5,3,No,25646.0
586,40.0,Other,37792.0,5,4,Contemporary,Rural,6.0,10.0,3,Medium,10917,1232,2944,25815,8,17,Positive,Not available,4,1,3,Yes,196638.0
587,47.0,Male,14764.0,6,7,Modern,Suburban,7.0,9.0,1,Low,11145,4013,7455,49865,5,3,Neutral,Scarce,1,3,5,Yes,60818.0
588,35.0,Female,91156.0,10,8,Contemporary,Urban,8.0,1.0,2,Medium,7723,5109,365,25623,22,2,Positive,Scarce,3,2,5,Yes,199523.0
589,36.0,Other,47727.0,8,3,Contemporary,Suburban,,13.0,1,Low,17568,4956,4528,37817,17,17,Negative,Available,3,2,3,No,8678.0
590,34.0,Other,83471.0,14,9,Contemporary,Urban,6.0,3.0,1,Medium,17905,3835,2228,4457,2,4,Neutral,Not available,3,1,5,No,98055.0
591,56.0,Female,,3,2,Traditional,Rural,6.0,19.0,4,Low,18632,8668,5311,28855,11,2,Neutral,Not available,4,1,5,No,
592,40.0,Male,12295.0,12,8,Modern,Suburban,10.0,11.0,1,High,14349,7556,7833,37258,4,5,Neutral,Available,3,4,5,No,
593,32.0,Female,46160.0,16,8,Eclectic,Suburban,5.0,16.0,1,High,2002,3253,6525,16470,11,10,Negative,Available,1,4,5,Yes,135395.0
594,62.0,Other,16390.0,23,4,Contemporary,Urban,10.0,6.0,2,Medium,7266,1872,6312,49957,9,1,Positive,Available,3,1,1,No,123189.0
595,36.0,Female,25131.0,17,1,Modern,Urban,10.0,3.0,3,Low,12330,3876,6250,46930,6,1,Neutral,Available,1,1,3,No,9014.0
596,48.0,Male,99754.0,1,1,Minimalist,Suburban,7.0,19.0,3,High,15980,8981,7425,19281,2,4,Neutral,Not available,4,3,3,No,141179.0
597,52.0,Other,,23,2,Contemporary,Urban,3.0,,2,High,8017,563,5747,12728,15,7,Neutral,Not available,2,4,2,Yes,107632.0
598,,Female,20038.0,10,9,Contemporary,Suburban,,8.0,3,High,9585,4445,7565,46680,5,14,Negative,Scarce,5,2,4,No,42423.0
599,52.0,Male,57327.0,23,2,Eclectic,Urban,10.0,13.0,1,High,17011,829,884,39723,12,14,Negative,Scarce,3,4,2,Yes,125015.0
600,60.0,Other,98718.0,10,2,Traditional,Rural,9.0,12.0,4,Medium,19001,5358,6770,11162,13,18,Negative,Scarce,5,4,5,No,
601,50.0,Male,82064.0,21,6,Traditional,Urban,,10.0,1,Low,18044,2463,6985,30272,17,2,Positive,Not available,2,1,5,No,108924.0
602,32.0,Other,26281.0,2,7,Contemporary,Rural,3.0,3.0,1,High,6524,3588,5544,36488,4,1,Positive,Not available,4,1,1,No,112416.0
603,,Female,59189.0,9,7,Modern,Urban,2.0,4.0,4,Medium,6250,640,6653,44341,10,16,Negative,Not available,4,4,1,Yes,37332.0
604,52.0,Male,53511.0,22,9,Minimalist,Urban,5.0,,2,High,8512,5039,2048,12338,1,18,Positive,Scarce,2,5,1,No,110308.0
605,61.0,Other,13605.0,13,6,Minimalist,Suburban,4.0,13.0,1,High,1319,2973,6576,23296,11,16,Negative,Available,5,5,1,No,170082.0
606,60.0,Male,6381.0,16,8,Modern,Urban,8.0,,1,High,11416,6094,7970,12675,16,6,Positive,Available,3,4,1,Yes,93935.0
607,51.0,Male,71634.0,18,6,Contemporary,Urban,7.0,11.0,2,High,4600,4403,2504,25070,11,10,Positive,Available,1,5,1,No,7661.0
608,41.0,Female,24810.0,19,2,Minimalist,Rural,,19.0,1,Medium,6279,5864,3930,21080,9,2,Negative,Available,4,4,1,No,140870.0
609,,Male,29322.0,12,1,Traditional,Urban,2.0,11.0,1,Low,19151,949,2192,48139,2,7,Neutral,Available,2,1,1,No,158401.0
610,57.0,Other,46869.0,8,5,Modern,Suburban,3.0,12.0,3,Medium,16494,4946,7318,14936,7,17,Neutral,Not available,5,1,1,No,192132.0
611,44.0,Other,37955.0,17,9,Eclectic,Rural,10.0,11.0,2,Medium,19182,5194,2729,11019,19,3,Positive,Scarce,3,1,3,No,30850.0
612,37.0,Other,66388.0,15,8,Contemporary,Suburban,9.0,6.0,1,Medium,13398,5306,3393,42182,18,12,Positive,Available,5,2,1,Yes,139229.0
613,52.0,Other,15207.0,10,4,Modern,Suburban,9.0,12.0,1,High,1282,1369,1273,2746,20,2,Positive,Available,3,1,4,No,42485.0
614,53.0,Female,,15,5,Minimalist,Suburban,5.0,9.0,4,Low,15030,6579,4324,23768,7,7,Positive,Available,1,1,1,No,141408.0
615,37.0,Male,72628.0,15,5,Contemporary,Suburban,3.0,10.0,4,High,16302,7807,2942,9325,23,17,Positive,Not available,1,4,5,Yes,121931.0
616,59.0,Female,33220.0,23,6,Traditional,Rural,2.0,3.0,4,Medium,6166,4159,1742,45763,9,19,Positive,Available,2,5,5,Yes,47280.0
617,30.0,Male,89050.0,7,3,Contemporary,Urban,,3.0,1,High,8121,4102,6915,5486,12,12,Negative,Scarce,2,5,1,No,188217.0
618,42.0,Male,79085.0,13,5,Contemporary,Suburban,6.0,16.0,1,Low,15677,9084,4629,17485,3,9,Neutral,Not available,3,1,1,No,121779.0
619,29.0,Male,27031.0,17,2,Traditional,Rural,10.0,3.0,4,Low,17373,9533,7015,15328,23,14,Neutral,Not available,3,1,5,No,118032.0
620,49.0,Female,75721.0,9,1,Traditional,Suburban,7.0,10.0,3,High,5896,2948,1777,20112,22,2,Negative,Not available,3,1,4,Yes,
621,26.0,Male,85807.0,8,1,Contemporary,Urban,1.0,11.0,3,Medium,17514,8092,5989,45001,16,4,Negative,Available,3,4,2,No,10209.0
622,34.0,Female,76312.0,20,7,Traditional,Rural,1.0,8.0,3,High,2293,3453,1070,33280,7,19,Neutral,Available,1,4,3,Yes,66402.0
623,54.0,Other,64766.0,21,2,Modern,Rural,10.0,6.0,3,Medium,7957,5631,7629,27576,23,16,Neutral,Available,2,4,5,Yes,12645.0
624,29.0,Other,,18,4,Traditional,Urban,2.0,11.0,2,Low,17444,1858,6744,43528,5,17,Positive,Available,2,5,1,Yes,43508.0
625,57.0,Male,94833.0,13,5,Traditional,Rural,,12.0,4,High,19595,9682,605,16702,23,2,Neutral,Scarce,4,2,3,No,107458.0
626,25.0,Female,61699.0,16,7,Contemporary,Urban,3.0,,1,Low,10740,9730,301,22320,7,17,Positive,Not available,2,5,1,No,62822.0
627,42.0,Other,86253.0,9,2,Modern,Rural,,18.0,4,Medium,13559,8719,570,19437,19,19,Positive,Available,2,4,2,No,105969.0
628,56.0,Female,51092.0,12,6,Eclectic,Rural,,13.0,3,Medium,10973,887,4816,1193,17,8,Neutral,Scarce,5,3,2,Yes,142090.0
629,35.0,Female,68671.0,12,1,Eclectic,Urban,3.0,3.0,1,High,7276,1332,3514,26317,16,6,Positive,Not available,5,2,5,No,186980.0
630,45.0,Male,15350.0,6,7,Minimalist,Urban,1.0,,2,High,9152,8941,7143,29482,21,12,Positive,Not available,4,1,3,No,162446.0
631,50.0,Other,73487.0,19,9,Traditional,Rural,8.0,14.0,4,High,8973,4693,1163,20343,21,18,Negative,Not available,3,5,3,Yes,141785.0
632,49.0,Male,22622.0,7,5,Traditional,Rural,6.0,18.0,1,Low,16333,2338,6272,30144,19,2,Neutral,Available,4,2,2,Yes,116375.0
633,46.0,Male,75263.0,3,5,Modern,Urban,9.0,14.0,1,Medium,1037,1391,7403,12612,18,19,Negative,Not available,4,3,1,Yes,100608.0
634,51.0,Other,58117.0,16,4,Eclectic,Urban,,5.0,3,Medium,6990,6088,7437,20307,19,10,Positive,Available,1,2,5,Yes,101856.0
635,37.0,Other,,18,3,Minimalist,Rural,9.0,14.0,3,Low,6438,1805,5405,20623,4,3,Positive,Scarce,2,5,4,Yes,118631.0
636,57.0,Female,28782.0,16,9,Modern,Rural,9.0,,4,High,16735,5783,7322,21249,1,12,Negative,Not available,1,4,2,No,6026.0
637,58.0,Other,33454.0,23,5,Traditional,Rural,1.0,15.0,2,High,11856,5048,3039,9229,4,16,Negative,Scarce,2,1,2,Yes,75009.0
638,59.0,Female,72904.0,7,8,Eclectic,Urban,,15.0,1,Low,1473,4692,3214,27274,4,12,Negative,Available,4,4,5,No,187178.0
639,25.0,Female,20592.0,4,9,Minimalist,Rural,6.0,19.0,3,Medium,1058,6952,5456,38334,9,8,Positive,Available,2,4,1,Yes,
640,45.0,Female,27173.0,8,5,Contemporary,Suburban,8.0,6.0,4,Medium,3636,8953,406,7595,8,5,Neutral,Available,3,5,3,No,87506.0
641,,Other,38204.0,13,9,Eclectic,Urban,,19.0,3,Medium,15834,2840,7764,29602,2,11,Positive,Not available,3,4,2,No,99564.0
642,52.0,Male,40596.0,13,2,Minimalist,Rural,5.0,,4,Medium,16577,2293,6244,39377,23,10,Negative,Not available,4,4,5,Yes,38452.0
643,,Female,39324.0,17,9,Modern,Urban,9.0,6.0,3,Low,19998,6894,3468,38876,6,3,Neutral,Scarce,5,5,5,Yes,
644,,Male,66202.0,17,4,Contemporary,Suburban,6.0,15.0,2,Medium,8296,824,6724,35551,23,9,Negative,Available,3,5,5,No,85729.0
645,55.0,Male,94400.0,5,6,Minimalist,Urban,7.0,3.0,1,Low,13670,9677,5529,43926,11,12,Positive,Scarce,4,3,3,Yes,98602.0
646,29.0,Other,,6,6,Minimalist,Rural,7.0,10.0,3,High,10725,8348,4944,25678,4,6,Neutral,Available,1,4,2,Yes,
647,62.0,Male,81112.0,19,6,Traditional,Suburban,4.0,15.0,1,Low,3674,8614,2899,23214,14,19,Neutral,Available,5,2,5,Yes,39064.0
648,27.0,Male,21566.0,13,2,Eclectic,Suburban,4.0,16.0,4,Medium,16796,7144,6016,39599,21,16,Positive,Scarce,3,1,3,Yes,170365.0
649,47.0,Other,12190.0,14,7,Traditional,Rural,,17.0,2,High,12065,5282,6233,33809,22,14,Negative,Available,4,1,1,Yes,48042.0
650,61.0,Female,93607.0,22,6,Contemporary,Rural,5.0,19.0,1,Low,12026,3637,2535,44954,9,4,Negative,Scarce,4,5,4,Yes,110454.0
651,61.0,Male,43333.0,4,1,Minimalist,Rural,5.0,11.0,3,Low,3076,4398,3099,28794,2,18,Negative,Not available,1,5,2,Yes,143864.0
652,34.0,Other,,7,2,Traditional,Urban,8.0,16.0,1,Low,5787,1335,7313,23593,1,10,Positive,Scarce,1,3,3,Yes,142676.0
653,34.0,Male,94571.0,8,7,Eclectic,Urban,9.0,5.0,1,High,8494,4654,1811,29864,4,18,Negative,Scarce,5,4,4,No,
654,43.0,Male,,13,1,Contemporary,Urban,2.0,5.0,4,Low,3581,3278,5773,45329,12,12,Neutral,Available,3,5,4,No,43557.0
655,41.0,Female,30235.0,6,1,Modern,Rural,7.0,14.0,2,Medium,16600,6909,318,43636,5,19,Negative,Scarce,4,5,3,Yes,12420.0
656,45.0,Male,5159.0,6,1,Traditional,Rural,1.0,18.0,2,High,15333,4813,1158,4689,9,8,Negative,Not available,5,1,3,Yes,
657,38.0,Other,17145.0,21,8,Contemporary,Urban,1.0,8.0,1,High,11404,6146,1716,41363,22,1,Neutral,Not available,5,4,3,No,198023.0
658,33.0,Male,85909.0,3,4,Modern,Suburban,4.0,5.0,1,Low,12166,8108,5680,15687,4,14,Neutral,Not available,1,3,5,Yes,28018.0
659,,Female,36921.0,3,4,Traditional,Urban,10.0,7.0,4,Medium,1932,4221,3332,21381,16,6,Negative,Not available,4,5,1,Yes,130200.0
660,37.0,Female,21237.0,13,2,Contemporary,Suburban,,16.0,1,High,19047,8411,4805,34093,2,14,Neutral,Scarce,2,5,5,Yes,68076.0
661,28.0,Other,13244.0,22,1,Contemporary,Rural,,,4,Low,9748,2171,1726,24589,16,2,Positive,Not available,1,5,4,Yes,10108.0
662,25.0,Female,,2,9,Traditional,Rural,2.0,,2,Medium,16577,1416,6089,2120,16,9,Neutral,Scarce,4,1,4,No,97686.0
663,64.0,Male,,16,7,Contemporary,Urban,1.0,,2,Low,16015,6088,2831,17491,21,12,Positive,Scarce,5,5,4,Yes,75783.0
664,56.0,Female,89227.0,22,4,Minimalist,Urban,10.0,4.0,4,Low,17108,9609,7771,44638,22,5,Neutral,Available,5,5,3,No,78937.0
665,58.0,Other,,6,6,Traditional,Rural,2.0,4.0,1,High,2104,9825,5019,40062,11,2,Positive,Scarce,3,1,2,Yes,153079.0
666,,Female,76126.0,8,2,Contemporary,Urban,7.0,16.0,2,High,18654,6996,5051,6193,1,19,Positive,Scarce,2,5,5,No,146069.0
667,55.0,Female,61071.0,23,7,Modern,Rural,9.0,17.0,3,Low,13936,2336,5163,24608,15,7,Negative,Available,1,4,2,No,10261.0
668,32.0,Female,76121.0,8,2,Modern,Rural,6.0,15.0,4,High,10601,2638,4338,16213,4,7,Neutral,Not available,3,4,1,No,76520.0
669,,Other,79763.0,6,8,Minimalist,Suburban,10.0,4.0,2,High,4646,4507,4413,49379,18,10,Neutral,Not available,3,1,1,Yes,25926.0
670,50.0,Female,98814.0,14,8,Traditional,Urban,2.0,6.0,2,Medium,15960,2405,2531,15230,17,17,Neutral,Scarce,2,4,5,Yes,153216.0
671,58.0,Female,,3,1,Contemporary,Rural,10.0,16.0,2,Medium,15878,4489,2752,19423,7,14,Positive,Available,1,3,4,Yes,161975.0
672,27.0,Male,20649.0,10,8,Contemporary,Urban,10.0,4.0,3,Low,19438,3985,3146,18187,18,11,Negative,Scarce,1,5,1,No,137249.0
673,36.0,Other,,3,2,Modern,Suburban,9.0,6.0,3,Low,10145,5297,3502,11040,13,6,Neutral,Scarce,5,3,2,Yes,65952.0
674,25.0,Female,78463.0,12,6,Minimalist,Suburban,7.0,5.0,3,Low,19226,3232,6922,1766,20,8,Negative,Not available,1,4,2,Yes,145240.0
675,29.0,Other,50409.0,17,1,Modern,Urban,1.0,16.0,1,Low,3802,8214,2116,30949,20,19,Negative,Available,3,1,3,No,122180.0
676,,Female,53766.0,5,5,Modern,Urban,9.0,16.0,4,Medium,17365,1821,2080,47464,10,19,Positive,Scarce,5,1,4,Yes,138461.0
677,54.0,Female,51154.0,20,7,Minimalist,Rural,,10.0,1,High,7105,3854,4403,4527,1,17,Neutral,Not available,1,3,3,No,11364.0
678,41.0,Female,12016.0,9,1,Traditional,Suburban,,9.0,3,Medium,19944,7601,1004,12021,2,18,Negative,Scarce,2,4,5,Yes,134133.0
679,47.0,Male,84563.0,21,2,Contemporary,Suburban,9.0,4.0,4,Low,3749,5243,1641,18872,17,12,Neutral,Not available,3,5,1,No,32033.0
680,39.0,Male,53688.0,20,7,Traditional,Suburban,4.0,14.0,1,Low,17974,9451,3762,37897,22,9,Neutral,Available,4,4,3,No,53545.0
681,,Male,94678.0,7,6,Eclectic,Urban,3.0,4.0,1,Medium,18752,7514,3890,12758,3,16,Neutral,Scarce,2,4,3,No,16865.0
682,45.0,Other,59238.0,22,3,Eclectic,Rural,1.0,,1,Medium,11181,3912,1459,19757,17,18,Negative,Available,2,1,5,No,23936.0
683,,Other,63608.0,4,2,Eclectic,Urban,7.0,10.0,3,Low,2361,8325,4926,26412,12,16,Positive,Not available,1,2,2,No,82863.0
684,26.0,Male,94081.0,13,4,Minimalist,Urban,6.0,4.0,2,High,4773,1857,7356,15312,12,16,Positive,Available,5,5,2,No,102788.0
685,35.0,Other,36897.0,13,3,Modern,Urban,,18.0,4,Low,14495,3981,4022,23119,20,4,Negative,Available,5,5,5,No,
686,63.0,Female,55961.0,10,7,Traditional,Rural,4.0,13.0,3,Medium,3064,9640,3738,12804,10,7,Neutral,Available,3,1,2,Yes,139813.0
687,62.0,Female,73703.0,18,8,Contemporary,Urban,6.0,13.0,4,Low,19799,2266,3860,47545,7,1,Neutral,Scarce,1,4,5,No,110589.0
688,58.0,Female,49757.0,17,2,Eclectic,Suburban,6.0,14.0,3,Low,6616,8719,7132,11983,10,1,Positive,Not available,5,1,2,Yes,94537.0
689,62.0,Male,31917.0,20,7,Traditional,Suburban,4.0,18.0,1,High,8975,7663,3382,30999,18,8,Negative,Available,4,4,5,Yes,139911.0
690,58.0,Other,,20,8,Eclectic,Suburban,6.0,1.0,1,Low,11960,2970,6417,31557,22,8,Negative,Scarce,1,2,2,Yes,110885.0
691,42.0,Male,32990.0,13,6,Eclectic,Rural,10.0,,2,Low,16324,659,6996,40758,6,10,Positive,Not available,1,2,3,No,24139.0
692,,Other,67551.0,17,6,Contemporary,Urban,8.0,15.0,2,Low,7243,3392,6889,29788,7,1,Negative,Not available,5,3,3,Yes,182977.0
693,39.0,Female,63161.0,22,1,Minimalist,Rural,3.0,5.0,4,Medium,10560,5826,7581,32950,17,14,Negative,Not available,2,4,2,No,57749.0
694,51.0,Male,84623.0,4,4,Modern,Urban,4.0,6.0,2,Medium,15684,4613,2015,4983,12,14,Positive,Available,1,1,5,Yes,30036.0
695,58.0,Other,27440.0,1,1,Minimalist,Suburban,10.0,6.0,2,High,9330,8249,7149,4768,17,10,Positive,Available,2,1,3,No,108541.0
696,62.0,Other,40205.0,1,4,Traditional,Urban,1.0,,4,Low,5923,8298,2543,2504,18,19,Negative,Available,3,1,1,No,181344.0
697,57.0,Female,85811.0,15,2,Minimalist,Urban,4.0,16.0,3,Medium,7467,5499,7303,3450,14,16,Negative,Not available,3,3,2,Yes,137812.0
698,48.0,Male,,13,5,Traditional,Urban,10.0,12.0,2,High,7076,2070,2060,12236,11,9,Positive,Not available,5,5,1,No,63788.0
699,39.0,Male,75812.0,17,9,Traditional,Rural,10.0,4.0,3,Low,9001,9528,5742,9002,2,16,Positive,Available,3,1,1,Yes,36611.0
700,54.0,Male,46627.0,8,3,Modern,Urban,9.0,1.0,1,High,16303,3905,4307,10891,21,8,Neutral,Available,5,2,4,No,167181.0
701,41.0,Female,24008.0,18,8,Contemporary,Urban,8.0,4.0,2,High,18699,6027,2096,39787,1,7,Negative,Not available,5,1,1,No,24481.0
702,29.0,Male,,13,3,Modern,Urban,4.0,1.0,1,High,17457,6348,7979,14898,11,11,Negative,Not available,2,1,1,Yes,
703,53.0,Female,37402.0,23,6,Minimalist,Rural,7.0,8.0,1,High,9675,7317,2975,11472,2,6,Positive,Scarce,2,1,4,No,189693.0
704,28.0,Female,58384.0,14,4,Traditional,Rural,10.0,5.0,3,High,13303,2127,7424,16264,16,15,Positive,Scarce,3,5,4,Yes,157455.0
705,34.0,Female,10793.0,8,8,Eclectic,Rural,3.0,2.0,4,High,18933,6643,6081,18691,22,19,Neutral,Available,2,1,4,Yes,
706,41.0,Other,10571.0,8,6,Eclectic,Urban,9.0,12.0,2,High,18743,8896,7073,44487,3,14,Neutral,Not available,1,5,5,Yes,175406.0
707,34.0,Male,,15,8,Traditional,Suburban,10.0,17.0,3,Low,16128,7058,3536,33632,20,15,Positive,Not available,4,5,4,No,28728.0
708,41.0,Male,95930.0,13,1,Modern,Suburban,4.0,7.0,4,Low,19280,5772,7719,34743,1,6,Negative,Scarce,1,3,5,Yes,104156.0
709,44.0,Female,,7,6,Contemporary,Suburban,2.0,11.0,1,High,7659,8381,6198,44016,21,10,Neutral,Not available,1,2,2,Yes,166514.0
710,48.0,Female,96218.0,5,1,Modern,Urban,10.0,4.0,2,Low,6246,9483,343,14002,20,14,Positive,Available,5,1,5,Yes,91846.0
711,29.0,Male,7224.0,17,1,Traditional,Suburban,5.0,,1,High,7967,4247,7937,47981,8,16,Positive,Scarce,4,1,2,Yes,47521.0
712,58.0,Female,53695.0,16,8,Traditional,Suburban,2.0,6.0,1,Low,7661,9797,788,44386,19,13,Positive,Not available,5,1,4,No,69777.0
713,30.0,Male,37441.0,23,7,Contemporary,Suburban,10.0,11.0,2,Medium,13416,9782,4576,29250,1,11,Negative,Not available,2,5,4,No,148209.0
714,26.0,Other,44129.0,2,3,Minimalist,Urban,6.0,1.0,4,High,1510,2107,3448,44388,5,3,Positive,Available,2,4,2,Yes,179708.0
715,37.0,Female,67368.0,22,6,Minimalist,Suburban,10.0,10.0,4,Medium,9614,5574,6817,22323,1,8,Positive,Not available,4,2,3,Yes,150977.0
